segment,model_exclusion_reason,source,title,price,area,price_per_m2,district_name,category_name,model_category
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"bán nhà mặt tiền 19 bùi thị xuân, phường bến thành, quận 1",165000000000,193,854922279.7927461,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"mặt tiền lê thị hồng gấm, p bến thành, – thang máy, thuê 60 TR/TH",32500000000,39,833333333.3333334,Quận 1,Bất động sản khác,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"bán quỹ đất mặt tiền xa lộ hà nội, thảo điền, tp. thủ đức – 890,5m²",400000000000,890,449438202.247191,Thành phố Thủ Đức,Đất nền,Đất/đất nền
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"bán góc 2 mặt tiền phan xích long, p.2, phú nhuận – thuê 200 triệu/th",90000000000,91,989010989.0109892,Quận Phú Nhuận,Bất động sản khác,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,homedy,"Nhà mới xây, hoàn thiện giá 395tr - DT 4X5, hỗ trợ góp, gần chợ, trung tâm",395000000,20,19750000,Huyện Hóc Môn,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Bán Nhanh căn hộ Vinhomes Center Đồng Khởi Q1 sân vườn và hồ bơi riêng,48000000000,139,345323741.0071942,Quận 1,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Chính chủ cần bán căn hộ chung cư Lê Thành block B đường Số 4, P. An L",980000000,72,13611111.111111112,Quận Bình Tân,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Binh Tân Gia 975tr (4x17) 2/ Tân Hoà Đông binh Tân giáp Quận 6 Dt 4,975000000,68,14338235.294117646,Quận 6,Bất động sản khác,Khác
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Chính chủ cần bán CĂN HỘ CITYLAND 122M2 3PN FULL NT Chung cư Cityland,1605000000,122,13155737.704918033,Quận Gò Vấp,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Bán Chung Cư Q7 Sát Bên Q4 3PN 2WC Chỉ 1 Tỷ 585TR Bán Chung,1585000000,115,13782608.695652174,Quận 7,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán căn hộ 3PN Saigon Pearl, 137m2, view sông, giá 2 tỷ 035. Gọi ngay",2035000000,137,14854014.598540146,Quận Bình Thạnh,Căn hộ,Căn hộ
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,Cần bán căn nhà cấp 4 4x10 gác lửng bao sơn sửa hết nhà,450000000,40,11250000,Huyện Hóc Môn,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,BÁN CHUNG CƯ PHÚC YÊN – TÂN BÌNH Căn hộ đẹp – vào ở ngay * 2,1075000000,70,15357142.857142856,Quận Tân Bình,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Bán Shophouse Duplex chung cư La astoria quận 2 Diện tích : 270m2 Đc:,2375000000,270,8796296.296296297,Thành phố Thủ Đức,Căn hộ,Tòa nhà/văn phòng/mặt bằng
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Cần bán căn hộ TDH Trường Thọ, địa chỉ: 36A đường số 4 Phường Thủ Đức",1440000000,92,15652173.91304348,Thành phố Thủ Đức,Căn hộ,Căn hộ
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,SIÊU PHẨM 2 MẶT HẺM – HXH-Nguyễn Thượng Hiền 1TỶ625 40m2,1625000000,40,40625000,Quận Bình Thạnh,Bất động sản khác,Biệt thự/cao cấp
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Cần bán chung cư Linh Tây Tower Phạm Văn Đồng- 2pn2wc 965Triệu,965000000,70,13785714.285714284,Thành phố Thủ Đức,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Bán căn hộ HOÀNG KIM THẾ GIA – BÌNH TÂN (GIÁP TÂN PHÚ) 31 Trương,930000000,62,15000000,Quận Bình Tân,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"EM BÁN CĂN CHUNG CƯ STOWN THỦ ĐỨC Đ/c: 2A Đường Bình Chiểu, P",925000000,64,14453125,Thành phố Thủ Đức,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Bán căn hộ 3pn-102M2 1Tỷ530- Góc nhà decor - View sông - Cc Belleza,1530000000,102,15000000,Quận 7,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"[BÁN] căn góc 3PN – chung cư AN THỊNH, QUẬN 2 | RỘNG – THOÁNG – GIÁ",1290000000,139,9280575.539568346,Thành phố Thủ Đức,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Cần bán chung cư The Navita Tam Bình Thủ Đức Chung cư Lan Phương Có Sổ,1365000000,87,15689655.172413792,Thành phố Thủ Đức,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán căn hộ cao cấp, khu compound Lucky Dragon - Đỗ Xuân Hợp - Quận 9",1145000000,75,15266666.666666666,Thành phố Thủ Đức,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Bán căn hộ 3PN – chung cư FORTUNA KIM HỒNG – TÂN PHÚ – FULL NỘI THẤT,1560000000,100,15600000,Quận Tân Phú,Căn hộ,Căn hộ
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"1 cặp nhà mới xây 5X5, khu vực Hóc Môn, hỗ trợ góp đường ô tô 5m",395000000,25,15800000,Huyện Hóc Môn,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Nhà mới xây, hoàn thiện giá 395tr - 4X5 hỗ trợ góp, gần chợ, trung tâm",395000000,20,19750000,Huyện Hóc Môn,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,chotot,Căn hộ lô C cc Lê Thành Tân Tạo dt 36.5m2 nhà sơn mới giá 800 triệu,800000000,37,21621621.62162162,Quận Bình Tân,Căn hộ/Chung cư,Căn hộ
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,chotot,Giá 590 Triệu - Ngay Metro Tân Thới Hiệp - Sát Vách Gò Vấp,590000000,17.5,33714285.71428572,Quận 12,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,48 tỷ! Bán 46 căn hộ dịch vụ góc 3MT đường Cống Quỳnh Quận 1 - 16x9,48000000000,148,324324324.3243243,Quận 1,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán gấp nhà 2MT Cách Mạng Tháng Tám, Quận 1, DT 8 x 15m, HĐT 200tr/th",110000000000,103,1067961165.0485436,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Tòa nhà Hầm 9 tầng – 5xx tỷ xứng tầm! Bán MT Đ. Nguyễn Gia Thiều, Q.3",500000000000,1026,487329434.6978558,Quận 3,Nhà phố,Tòa nhà/văn phòng/mặt bằng
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"130 tỷ! Bán MT Đ. Nguyễn Thái Bình, Q.TB – 5.5x16m – GPXD: 6 tầng",130000000000,85,1529411764.7058823,Quận Tân Bình,Bất động sản khác,Khác
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,33 tỷ - HĐT: 125 triệu! Bán góc 3 mặt tiền ngang LỚN 14m - 5 Tầng TM,33000000000,41,804878048.7804878,Quận 1,Bất động sản khác,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"160 tỷ! Bán MT Đ. Lê Thị Hồng Gấm, Q. 1 – 7.7x17.4m – hầm 5 tầng",160000000000,120,1333333333.3333333,Quận 1,Bất động sản khác,Khác
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Bán nhà vị trí góc 2MT Trần Quốc Thảo, phường VTS Quận 3, DT 14 x 28m",330000000000,412,800970873.7864077,Quận 3,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán tòa building MT Nguyễn Văn Trỗi, P10, Q Phú Nhuận, DT 12 x 23m, HĐ",280000000000,160,1750000000,Quận Phú Nhuận,Bất động sản khác,Tòa nhà/văn phòng/mặt bằng
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Bán nhà MT Trần Quốc Thảo & Lý Chính Thắng, Quận 3, DT 14 x 28m, HĐT 4",320000000000,412,776699029.1262136,Quận 3,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,Khuôn đất lớn 645m2 –mặt tiền 2 chiều Hồ hảo hớn – Trần Hưng Đạo Quận1,300000000000,645,465116279.0697674,Quận 1,Đất nền,Đất/đất nền
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán gấp nhà MT Cách Mạng Tháng Tám, Quận 1, DT 8 x 15m, KC 5 tầng, thu",109000000000,103,1058252427.184466,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà MT Lê Thánh Tôn, P. Bến Nghé, Q1, DT 4x20m, 3 lầu, HĐT 160tr",75000000000,90,833333333.3333334,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"TS Duy Nhất Đ/D Chợ Bến Thành Quận 1, Mặt tiền Calmette 16x20m 3L HĐ 5",370000000000,320,1156250000,Quận 1,Bất động sản khác,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"112 TỶ! Bán nhà MT Cách Mạng Tháng 8, Q.1 – 8x15m – 4 tầng",112000000000,120,933333333.3333334,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Giảm 50 tỷ bán gấp nhà góc 2MT Trần Quốc Thảo, Quận 3, DT 14 x 30m, HĐ",300000000000,412,728155339.8058252,Quận 3,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,350 tỷ! Bán khách sạn 60 phòng phường Bến Thành - 12x26m - Hầm 10 Tầng,350000000000,235,1489361702.1276596,Quận 1,Phòng/Cho thuê,Phòng trọ
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,Giảm 50 tỷ bán nhanh nhà mặt tiền Nguyễn Thị Diệu ngang 21x33m2 ( 677m,355000000000,670,529850746.26865673,Quận 3,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,Quỹ đất 2 Mặt tiền đường Trần Đình Xu Quận 1 - 25x48m - 2 Hầm 15 Tầng,400000000000,1600,250000000,Quận 1,Đất nền,Đất/đất nền
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"840m2 Quận 3! Bán măt tiền Điện Biên Phủ, phường Võ Thị Sáu - 24x35m",350000000000,840,416666666.6666667,Quận 3,Bất động sản khác,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Bán Building Góc 2 Mặt Tiền – Nguyễn Thị Minh Khai - QUẬN 1,325000000000,189,1719576719.5767195,Quận 1,Bất động sản khác,Tòa nhà/văn phòng/mặt bằng
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà MT Lê Lai đối diện CV 23/9, P Bến Thành Quận 1, DT 5,6m x 16m",60000000000,67,895522388.0597014,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"195 tỷ! Bán nhà MT Đ. 3/2, Q.10 – 10x20m – hầm 8 tầng",195000000000,200,975000000,Quận 10,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Bán gấp nhà chính chủ ngang 4 dài 10, 495 triệu Nguyễn Văn Bứa Hóc Môn",495000000,40,12375000,Huyện Hóc Môn,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,250 tỷ! Bán mặt tiền đường Trần Đình Xu - 15*30m - XD 2 hầm 15 Tầng,250000000000,450,555555555.5555556,Quận 1,Bất động sản khác,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà phố MT Lê Thánh Tôn, TRUNG TÂM Quận 1 – 74m2 – 4 tầng chỉ 85 t",85000000000,76,1118421052.631579,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà phố MT Lê Thánh Tôn, TRUNG TÂM Quận 1 – 74m2 –4 tầng chỉ 85 tỷ",85000000000,74,1148648648.6486487,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,310 tỷ - 17x28m! Bán mặt tiền đường Võ Thị Sáu Quận 3 – Hầm 3 Tầng,310000000000,476,651260504.2016807,Quận 3,Bất động sản khác,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Hiếm 80 tỷ! Bán MT Đ. Đông Du, Q. 1 – 50m2 – 3 tầng",80000000000,49,1632653061.2244897,Quận 1,Bất động sản khác,Khác
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,GIÁ TỐT! Bán MT vị trí vàng Quận 1 Đ. Lê Lai – 12.5x31.5m – 2 tầng,450000000000,450,1000000000,Quận 1,Bất động sản khác,Khác
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà phố MT Tôn Đức Thắng, Q.1 – 11x23.2m – 5 tầng – HDT 390tr/th",290000000000,253,1146245059.2885375,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"58 tỷ! Bán nhà phố Đ. Sương Nguyệt Ánh, Q. 1 – 4x15m - 5 Tầng",58000000000,60,966666666.6666666,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"SIÊU PHẨM! Bán 840m2 đất Đ. Điện Biên Phủ, ngay DH Hồng Bàng chỉ 130tr",110000000000,100,1100000000,Quận Bình Thạnh,Đất nền,Đất/đất nền
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán tòa Building MT trung tâm P. Bến Nghé, Q.1 – 8x16m – chỉ 250 tỷ",250000000000,128,1953125000,Quận 1,Bất động sản khác,Tòa nhà/văn phòng/mặt bằng
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà mt Tôn Thất Tùng gần Bùi Thị Xuân, Sương Nguyệt Ánh, Q1, 8tầng",76000000000,90,844444444.4444444,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Bán nhà 2 Mặt Tiền Võ Văn Tần, Phường Võ Thị Sáu, Q3, 16x40m, giá 369",369900000000,643,575272161.7418351,Quận 3,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Bán nhà mặt tiền Nguyễn Văn Trỗi, Phú Nhuận, 16.5x30m, CTXD H+10T",350000000000,465,752688172.0430107,Quận Phú Nhuận,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà Mt Lý Tự Trọng ngay Thủ Khoa Huân, Bến Thành, Quận 1, 4.3x25m",85000000000,106,801886792.4528302,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán Tòa nhà góc 3MT Thái Văn Lung, Lê Thánh Tôn, Bến Nghé, H+8 tầng",130000000000,80,1625000000,Quận 1,Nhà phố,Tòa nhà/văn phòng/mặt bằng
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Hàng nóng giá tốt CH TERRA MIA – BÌNH CHÁNH (ĐÃ CÓ SỔ) Giá 945 triệu,945000000,72,13125000,Huyện Bình Chánh,Bất động sản khác,Khác
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán căn hộ Saigon south, liền kề quần 7. - Căn hộ 3PN 2WC đầy đủ NT",1610000000,104,15480769.23076923,Quận 7,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán căn hộ Ruby garden quận Tân Bình, gần cầu Tham Lương và KCN TB",1430000000,93,15376344.086021503,Quận Tân Bình,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Bán căn hộ SKY CENTER TÂN BÌNH 3PN full nội thất GIÁ BÁN:1 TỶ 540,1540000000,129,11937984.496124033,Quận Tân Bình,Căn hộ,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,{ BÁN CC PHÚC YÊN 1 Q.TÂN BÌNH Bán Căn hộ 100m². Căn Góc vị trí đẹp,1495000000,100,14950000,Quận Tân Bình,Căn hộ,Căn hộ
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,Bán Gấp Căn 59m2 - Giá 890 triệu (102%) + Tầng đẹp + sổ hồng sẵn =>,890000000,59,15084745.762711864,Huyện Bình Chánh,Bất động sản khác,Khác
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán căn cc An Phú đường Hậu Giang, quận 6 cũ, sổ hồng sở hữu lâu dài",1465000000,112,13080357.142857144,Quận 6,Bất động sản khác,Khác
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà mặt tiền Võ Thị Sáu, Quận 1, 10x24m, 3 lầu, 129 tỷ",129000000000,132,977272727.2727273,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà mặt tiền Nguyễn Trãi, ngã 6 Phù Đổng, Bến Thành, Q1, 7.5x19m",129000000000,143,902097902.09790206,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán khách sạn mặt tiền ngay chợ Bến Thành, Quận 1, Hầm, 7 tầng, TM",52000000000,64,812500000,Quận 1,Bất động sản khác,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Gả nhanh dãy trọ 2 MT KDC NAM HÙNG VƯƠNG sẵn dòng tiền cho thuê 8x19m,1256000000,152,8263157.894736842,Quận Bình Tân,Bất động sản khác,Khác
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Siêu phẩm TOPAZ ELITE Q8 79M2 nhà mới 99% block liền kề TTTM AEON SHR,1666000000,79,21088607.59493671,Quận 8,Nhà phố,Biệt thự/cao cấp
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán chung cư lê thị riêng p15 quận 10 khu cư xá bắc hải , lầu cao SHR",999000000,66,15136363.636363637,Quận 10,Căn hộ,Căn hộ
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Bán đất vườn Đa Phước, 400 triệu",400000000,98,4081632.6530612246,Huyện Bình Chánh,Đất nền,Đất/đất nền
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà hẻm VIP đường Bàu Bàng, P.13, Tân Bình. DT:5,5x27m. Giá:21,9tỷ",21900000000,14,1564285714.2857144,Quận Tân Bình,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà GÓC 2MT 822 Sư Vạn Hạnh, khu bệnh viện, trường ĐH đông đúc",50000000000,50,1000000000,Quận 10,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán siêu phẩm MT Lê Lai P, Bến Thành Quận 1 dt:8x21m 5 tầng giá 175 tỷ",175000000000,167,1047904191.6167665,Quận 1,Bất động sản khác,Biệt thự/cao cấp
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,Bán nhà GÓC 3MT A36A Cống Quỳnh - MT Vòng xoay đối diện chợ Thái Bình,290000000000,161,1801242236.0248446,Quận 1,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán khách sạn MT Nguyễn Trãi P, Bến thành Quận 1, dt:12x20m giá 450 tỷ",450000000000,235,1914893617.0212767,Quận 1,Bất động sản khác,Khác
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán siêu phẩm biệt thự GÓC 2MT Bùi Thị Xuân - DTCN 305m2, nở hậu",380000000000,305,1245901639.3442624,Quận 1,Nhà phố,Biệt thự/cao cấp
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Bán nhà MT Lý Chính Thắng P9 Quận 3, dt:34x18m giá 250 tỷ",250000000000,446,560538116.5919282,Quận 3,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà MT Điện Biên Phủ P6 Quận 3, dt: 9.5x18.5m, 9 tầng giá 169 tỷ",169000000000,167,1011976047.9041916,Quận 3,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán Lô Đất MT Nguyễn Đình Chiểu p, ĐaKao Quận 1,dt:17x26m giá 255 tỷ",255000000000,390,653846153.8461539,Quận 1,Đất nền,Đất/đất nền
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán siêu phẩm MT Đồng Khởi Quận 1, dt: 8.3x22.4m giá 340 tỷ",340000000000,187,1818181818.1818185,Quận 1,Bất động sản khác,Biệt thự/cao cấp
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Chính chủ bán cao Ốc A Chung cư Phúc Thịnh Đường Cao Đạt quận 5 , có h",2025000000,68,29779411.76470588,Quận 5,Căn hộ,Tòa nhà/văn phòng/mặt bằng
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Xuất cảnh bán gấp căn hộ Vinhomes Đồng Khởi, Quận 1, có sân vườn riêng",43000000000,135,318518518.5185185,Quận 1,Căn hộ,Căn hộ
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Bán nhà 6 Lê Trọng Tấn, Tân Phú - DTCN ~ 2000m2",350000000000,1999,175087543.77188593,Quận Tân Phú,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Bán nhà MT 159 Võ Văn Tần P6 Quận 3, dt: 20x25m giá 280 tỷ",280000000000,500,560000000,Quận 3,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,mogi,"Bán nhà góc 3MT Võ Thị Sáu Quận 3, dt: 32x20m giá 380 tỷ TL",380000000000,650,584615384.6153846,Quận 3,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,mogi,"Bán nhà MT Nguyễn Đình Chiểu P, 6 Quận 3, dt:20x18m giá 275 tỷ",275000000000,330,833333333.3333334,Quận 3,Nhà phố,Nhà phố/nhà ở
Bán,Ngoại lệ giá tuyệt đối theo nhóm sản phẩm,muaban,"BÁN MẶT TIỀN NGUYỄN DUY TRINH – P. BÌNH TRƯNG ĐÔNG, QUẬN 2",180000000000,896,200892857.14285713,Thành phố Thủ Đức,Căn hộ/Chung cư,Căn hộ
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,Chủ sang nước ngoài - Bán gấp nhà 56m2 giá 2 TỶ 290 - đường Lê Văn Thọ,56000000000,56,1000000000,Quận Gò Vấp,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,Bán nhà hẻm 6m 437/3 Hoàng Văn Thụ 45m2 3 tầng giá 4 tỷ,6000000000,6,1000000000,Quận Tân Bình,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,"Duy nhất có 102 , Nhà Dương Quảng Hàm 59m2 chỉ 2 Tỷ 890tr- Sổ hồng riê",102000000000,59,1728813559.322034,Quận Gò Vấp,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,Bán NHà MTKD Độc lập 78m2 Ngân hàng Hỗ Trợ 10 tỷ,78000000000,78,1000000000,Quận Tân Phú,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,Chủ về quê cần bán gấp nhà 52m2 đường Lê Đức Thọ giá 2 TỶ 290 hẻm oto,52000000000,52,1000000000,Quận Gò Vấp,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,"Bán đất tặng nhà 91.5m2 4,5tỷ bề ngang khủng 6,5m, hẻm ô tô thông",91500000000,91.5,1000000000,Quận 12,Đất,Đất/đất nền
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,"Bán nhà mặt tiền 68m2, 15,5 tỷ 4 lầu ngay khu Bàu Cát Quận Tân Bình",68000000000,68,1000000000,Quận Tân Bình,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,Chính chủ bán gấp nhà Gò Vấp 52m2 giá 2tỷ360triệu đường Lê Đức Thọ,52000000000,52,1000000000,Quận Gò Vấp,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,"Tầng Cao CH Góc 53m2/2 tỷ 12 ,sổ bao Vat , Ngắm nhìn TPHCM ,Mua ở ngay",53000000000,53,1000000000,Quận Tân Bình,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,"Bán gấp nhà DT 52,1m2 giá 2tỷ550 đường Lê Đức Thọ P16 Gò Vấp",52100000000,52.1,1000000000,Quận Gò Vấp,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,Bán nhà mặt phố 490 Ngô Gia Tự Phường Vườn Lài TP HCM,72000000000,79.5,905660377.3584906,Quận 10,Nhà ở,Nhà phố/nhà ở
Bán,Ngoại lệ giá/m² theo nhóm sản phẩm,muaban,Bán nhà 68m²-ngang 6.2m giá 7.5 tỷ full nội thất tại Khánh Hội Quận 4,68000000000,68,1000000000,Quận 4,Nhà ở,Nhà phố/nhà ở
