segment,best_model,actual_price,predicted_price,abs_error_vnd,ape,source,district_name,category_name,model_category,ward,area,rooms,price_per_m2
sale,Tuned RF/XGBoost Ensemble,1680000000,1486850650.5723064,193149349.4276936,0.11496985084981762,chotot,Huyện Củ Chi,Nhà ở,Nhà phố/nhà ở,Xã Tân Thạnh Đông,75,2,22400000
sale,Tuned RF/XGBoost Ensemble,30999999999.99997,26517237253.030407,4482762746.969563,0.1446052499022441,chotot,Quận 8,Nhà ở,Biệt thự/cao cấp,Phường 5,205.6999,5,150704983.32765353
sale,Tuned RF/XGBoost Ensemble,5400000000.000001,4723353220.5782795,676646779.4217215,0.12530495915217063,chotot,Quận 8,Nhà ở,Nhà phố/nhà ở,Phường 5,35,2,154285714.2857143
sale,Tuned RF/XGBoost Ensemble,15500000000.00002,17072842754.18728,1572842754.1872616,0.1014737260765974,chotot,Quận 8,Nhà ở,Nhà phố/nhà ở,Phường 5,78,5,198717948.7179487
sale,Tuned RF/XGBoost Ensemble,13799999999.99998,17567217391.8771,3767217391.877121,0.272986767527328,chotot,Quận 8,Nhà ở,Nhà phố/nhà ở,Phường 4,132,11,104545454.54545456
sale,Tuned RF/XGBoost Ensemble,12999999999.999989,17767592698.53337,4767592698.533382,0.3667378998871836,chotot,Quận 6,Nhà ở,Nhà phố/nhà ở,Phường 11,96,4,135416666.66666666
sale,Tuned RF/XGBoost Ensemble,11999999999.999998,11323017327.341326,676982672.6586723,0.05641522272155604,chotot,Quận 6,Nhà ở,Nhà phố/nhà ở,Phường 10,72,6,166666666.66666666
sale,Tuned RF/XGBoost Ensemble,13500000000.000013,16544846091.871416,3044846091.8714027,0.22554415495343702,chotot,Quận 6,Nhà ở,Nhà phố/nhà ở,Phường 8,165,4,81818181.81818181
sale,Tuned RF/XGBoost Ensemble,21000000000.000084,20328429260.441425,671570739.5586586,0.03197955902660266,chotot,Quận 6,Nhà ở,Nhà phố/nhà ở,Phường 13,128,10,164062500
sale,Tuned RF/XGBoost Ensemble,21000000000.000084,24654941988.175484,3654941988.1754,0.17404485657978025,chotot,Quận 6,Nhà ở,Phòng trọ,Phường 14,232,11,90517241.37931034
sale,Tuned RF/XGBoost Ensemble,12899999999.999996,8918556542.201853,3981443457.7981434,0.30863902773629026,chotot,Quận 6,Nhà ở,Nhà phố/nhà ở,Phường 4,82,3,157317073.1707317
sale,Tuned RF/XGBoost Ensemble,7900000000,8235740867.599204,335740867.59920406,0.04249884399989925,chotot,Quận 6,Nhà ở,Nhà phố/nhà ở,Phường 10,60,4,131666666.66666669
sale,Tuned RF/XGBoost Ensemble,12850000000.000006,8701369007.280674,4148630992.7193317,0.3228506609120101,chotot,Quận 10,Nhà ở,Nhà phố/nhà ở,Phường 5,45,3,285555555.5555556
sale,Tuned RF/XGBoost Ensemble,6799999999.999998,6146548181.315866,653451818.6841316,0.09609585568884291,chotot,Quận 10,Nhà ở,Nhà phố/nhà ở,Phường 10,38,2,178947368.42105263
sale,Tuned RF/XGBoost Ensemble,6500000000.000007,5370209095.086512,1129790904.913495,0.17381398537130677,chotot,Quận 10,Nhà ở,Nhà phố/nhà ở,Phường 4,31.2,2,208333333.33333337
sale,Tuned RF/XGBoost Ensemble,35500000000.00002,29801276167.70997,5698723832.290054,0.16052743189549437,chotot,Thành phố Thủ Đức,Nhà ở,Đất/đất nền,Phường Linh Chiểu (Quận Thủ Đức cũ),349,6,101719197.7077364
sale,Tuned RF/XGBoost Ensemble,4200000000.0000005,3627576673.393614,572423326.6063867,0.13629126823961585,chotot,Thành phố Thủ Đức,Nhà ở,Nhà phố/nhà ở,Phường Phước Long A (Quận 9 cũ),40,2,105000000
sale,Tuned RF/XGBoost Ensemble,16500000000.000004,9961355509.276335,6538644490.723669,0.3962814842862829,chotot,Thành phố Thủ Đức,Nhà ở,Nhà phố/nhà ở,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),82,1,201219512.1951219
sale,Tuned RF/XGBoost Ensemble,2500000000.0000005,3093962176.4981055,593962176.498105,0.23758487059924197,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường 1,35.5999,1,70224916.36212462
sale,Tuned RF/XGBoost Ensemble,3699999999.999994,3406899348.1954303,293100651.8045635,0.0792163923796119,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường 2,45.2,2,81858407.079646
sale,Tuned RF/XGBoost Ensemble,2900000000.0000033,3907956084.7036605,1007956084.7036572,0.34757106369091584,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường 5,55,2,52727272.72727273
sale,Tuned RF/XGBoost Ensemble,8000000000,8623344253.822527,623344253.8225269,0.07791803172781586,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường Võ Thị Sáu,72,2,111111111.1111111
sale,Tuned RF/XGBoost Ensemble,4849999999.999998,6348487984.588506,1498487984.5885077,0.3089665947605172,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường 11,86,2,56395348.8372093
sale,Tuned RF/XGBoost Ensemble,4400000000.000008,4143078039.2755547,256921960.72445297,0.058391354710102844,chotot,Quận Tân Phú,Căn hộ/Chung cư,Căn hộ,Phường Sơn Kỳ,68,2,64705882.35294118
sale,Tuned RF/XGBoost Ensemble,3400000000.0000005,2861424512.099246,538575487.9007545,0.15840455526492775,chotot,Quận Tân Phú,Căn hộ/Chung cư,Căn hộ,Phường Hòa Thạnh,50,1,68000000
sale,Tuned RF/XGBoost Ensemble,9899999999.999996,10746795138.202585,846795138.202589,0.085534862444706,chotot,Quận Tân Phú,Căn hộ/Chung cư,Căn hộ,Phường Sơn Kỳ,163,2,60736196.3190184
sale,Tuned RF/XGBoost Ensemble,4250000000.000002,6436590552.780954,2186590552.7809525,0.5144918947719885,chotot,Quận 10,Nhà ở,Nhà phố/nhà ở,Phường 9,30,4,141666666.66666666
sale,Tuned RF/XGBoost Ensemble,6699999999.999999,7199348750.368084,499348750.3680849,0.07452966423404253,chotot,Quận 10,Nhà ở,Nhà phố/nhà ở,Phường 8,30,5,223333333.33333337
sale,Tuned RF/XGBoost Ensemble,4590000000.000008,6398486136.15731,1808486136.157302,0.394005694151917,chotot,Quận 4,Nhà ở,Nhà phố/nhà ở,Phường 10,47,4,97659574.46808513
sale,Tuned RF/XGBoost Ensemble,5699999999.999994,8234773732.164079,2534773732.1640844,0.44469714599369947,chotot,Quận 4,Nhà ở,Nhà phố/nhà ở,Phường 16,91.5998,4,62227210.10307883
sale,Tuned RF/XGBoost Ensemble,7599999999.999994,7493178994.55473,106821005.44526386,0.014055395453324203,chotot,Quận 4,Nhà ở,Nhà phố/nhà ở,Phường 18,82,2,92682926.82926828
sale,Tuned RF/XGBoost Ensemble,2529999999.999998,2690563338.956946,160563338.9569478,0.0634637703387146,chotot,Quận Bình Thạnh,Nhà ở,Nhà phố/nhà ở,Phường 12,16,2,158125000
sale,Tuned RF/XGBoost Ensemble,14999999999.999996,13893819450.935762,1106180549.0642338,0.0737453699376156,chotot,Quận Bình Thạnh,Nhà ở,Nhà phố/nhà ở,Phường 11,96,5,156250000
sale,Tuned RF/XGBoost Ensemble,2900000000.0000033,3925047982.325846,1025047982.3258429,0.3534648214916695,chotot,Huyện Nhà Bè,Căn hộ/Chung cư,Căn hộ,Xã Phú Xuân,78,2,37179487.179487176
sale,Tuned RF/XGBoost Ensemble,5800000000,6231455545.965074,431455545.9650736,0.07438888723535751,chotot,Huyện Nhà Bè,Căn hộ/Chung cư,Căn hộ,Xã Phước Kiển,122,3,47540983.60655738
sale,Tuned RF/XGBoost Ensemble,4300000000.000001,5734222855.591687,1434222855.5916862,0.3335401989748107,chotot,Huyện Nhà Bè,Căn hộ/Chung cư,Căn hộ,Xã Phước Kiển,120,3,35833333.333333336
sale,Tuned RF/XGBoost Ensemble,4899999999.999995,5086621126.626805,186621126.62681007,0.038085944209553114,chotot,Huyện Nhà Bè,Căn hộ/Chung cư,Căn hộ,Xã Phú Xuân,145,3,33793103.448275864
sale,Tuned RF/XGBoost Ensemble,690000000.0000019,2771261004.7268176,2081261004.7268157,3.016320296705522,chotot,Huyện Bình Chánh,Nhà ở,Nhà phố/nhà ở,Xã Bình Hưng,64,2,10781250
sale,Tuned RF/XGBoost Ensemble,6000000000.000004,6810356173.87784,810356173.8778362,0.1350593623129726,chotot,Huyện Bình Chánh,Nhà ở,Nhà phố/nhà ở,Xã Bình Hưng,100,3,60000000
sale,Tuned RF/XGBoost Ensemble,14500000000.00002,7638231154.529601,6861768845.470418,0.4732254376186489,chotot,Huyện Bình Chánh,Nhà ở,Biệt thự/cao cấp,Xã Phong Phú,100,5,145000000
sale,Tuned RF/XGBoost Ensemble,4200000000.0000005,2687670253.368255,1512329746.6317453,0.3600785111027965,chotot,Huyện Bình Chánh,Nhà ở,Nhà phố/nhà ở,Xã Tân Kiên,108,3,38888888.88888889
sale,Tuned RF/XGBoost Ensemble,11999999999.999998,7149268197.802071,4850731802.197927,0.4042276501831607,chotot,Huyện Bình Chánh,Nhà ở,Nhà phố/nhà ở,Xã Vĩnh Lộc B,283,3,42402826.85512368
sale,Tuned RF/XGBoost Ensemble,12799999999.999996,6631101019.279976,6168898980.72002,0.48194523286875174,chotot,Huyện Bình Chánh,Nhà ở,Đất/đất nền,Xã Tân Nhựt,250,11,51200000
sale,Tuned RF/XGBoost Ensemble,12200000000.000004,7390093429.55511,4809906570.444894,0.3942546369217125,chotot,Huyện Bình Chánh,Nhà ở,Nhà phố/nhà ở,Xã Phong Phú,136.5,4,89377289.37728938
sale,Tuned RF/XGBoost Ensemble,1799999999.999998,1805822526.535206,5822526.535207987,0.0032347369640044407,chotot,Huyện Bình Chánh,Nhà ở,Nhà phố/nhà ở,Xã Vĩnh Lộc A,48,2,37500000
sale,Tuned RF/XGBoost Ensemble,5800000000,5508422167.665535,291577832.334465,0.05027204005766638,chotot,Quận 11,Căn hộ/Chung cư,Căn hộ,Phường 15,90,3,64444444.44444445
sale,Tuned RF/XGBoost Ensemble,3899999999.9999948,3943030978.147189,43030978.147194386,0.011033584140306267,chotot,Quận 11,Căn hộ/Chung cư,Căn hộ,Phường 15,66,2,59090909.09090909
sale,Tuned RF/XGBoost Ensemble,1899999999.9999948,2496151725.4155674,596151725.4155726,0.313764066008197,chotot,Quận 11,Căn hộ/Chung cư,Căn hộ,Phường 5,43,2,44186046.511627905
sale,Tuned RF/XGBoost Ensemble,2949999999.999995,2941412682.289221,8587317.710774422,0.002910955156194724,chotot,Quận 11,Căn hộ/Chung cư,Căn hộ,Phường 7,50,2,59000000
sale,Tuned RF/XGBoost Ensemble,4329999999.999998,4416394765.623438,86394765.62343979,0.01995260176060966,chotot,Quận 11,Căn hộ/Chung cư,Căn hộ,Phường 15,75,2,57733333.333333336
sale,Tuned RF/XGBoost Ensemble,3350000000.000003,3805916032.590983,455916032.59098005,0.1360943380868596,chotot,Quận 11,Căn hộ/Chung cư,Căn hộ,Phường 5,66,2,50757575.75757576
sale,Tuned RF/XGBoost Ensemble,1300000000.0000052,3065704315.486838,1765704315.4868326,1.3582340888360196,chotot,Quận 5,Nhà ở,Nhà phố/nhà ở,Phường 1,14,2,92857142.85714284
sale,Tuned RF/XGBoost Ensemble,4999999999.999992,6917215026.628598,1917215026.6286058,0.38344300532572173,chotot,Quận 5,Nhà ở,Nhà phố/nhà ở,Phường 2,24,3,208333333.33333337
sale,Tuned RF/XGBoost Ensemble,8699999999.999987,4554348694.613568,4145651305.3864183,0.4765116442972902,chotot,Quận 5,Nhà ở,Nhà phố/nhà ở,Phường 2,20,1,435000000
sale,Tuned RF/XGBoost Ensemble,8500000000.0000105,8105297647.585981,394702352.4140291,0.046435570872238666,chotot,Quận 5,Nhà ở,Nhà phố/nhà ở,Phường 9,58.31,4,145772594.7521866
sale,Tuned RF/XGBoost Ensemble,5499999999.999991,5577820009.824416,77820009.82442474,0.014149092695349976,chotot,Quận 5,Nhà ở,Nhà phố/nhà ở,Phường 1,21,5,261904761.9047619
sale,Tuned RF/XGBoost Ensemble,2267999999.9999976,3219179099.710228,951179099.7102304,0.4193911374383736,chotot,Quận Bình Thạnh,Căn hộ/Chung cư,Căn hộ,Phường 5,53,2,42792452.83018868
sale,Tuned RF/XGBoost Ensemble,3948999999.999994,3419447669.2613735,529552330.7386203,0.13409783001737682,chotot,Quận Bình Thạnh,Căn hộ/Chung cư,Căn hộ,Phường 24,62,2,63693548.38709678
sale,Tuned RF/XGBoost Ensemble,1999000000.0000098,4555907968.290353,2556907968.2903433,1.2790935309106206,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Xã Nhơn Đức,103.0998,4,19388980.38599493
sale,Tuned RF/XGBoost Ensemble,4290000000.0000005,3352517224.786627,937482775.2133737,0.2185274534296908,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Xã Phú Xuân,81.6998,4,52509308.468319386
sale,Tuned RF/XGBoost Ensemble,5179999999.999996,4893503604.692071,286496395.3079252,0.055308184422379426,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Xã Long Thới,120,4,43166666.666666664
sale,Tuned RF/XGBoost Ensemble,1959999999.9999974,2176026690.354291,216026690.35429358,0.11021769916035402,chotot,Quận Gò Vấp,Căn hộ/Chung cư,Căn hộ,Phường 1,49,2,40000000
sale,Tuned RF/XGBoost Ensemble,3550000000,2938080667.256135,611919332.743865,0.17237164302644084,chotot,Quận Gò Vấp,Căn hộ/Chung cư,Căn hộ,Phường 17,62,2,57258064.51612903
sale,Tuned RF/XGBoost Ensemble,2600000000.0000024,2858866454.1233954,258866454.12339306,0.09956402081668955,chotot,Quận Gò Vấp,Căn hộ/Chung cư,Căn hộ,Phường 5,64.8,3,40123456.790123455
sale,Tuned RF/XGBoost Ensemble,5199999999.999992,4567547504.705702,632452495.2942905,0.12162547986428682,chotot,Quận 6,Căn hộ/Chung cư,Căn hộ,Phường 10,83,3,62650602.409638554
sale,Tuned RF/XGBoost Ensemble,3379999999.999998,2731494317.6524415,648505682.3475566,0.19186558649336005,chotot,Quận 6,Căn hộ/Chung cư,Căn hộ,Phường 11,55,2,61454545.45454545
sale,Tuned RF/XGBoost Ensemble,19600000000.000046,26306234476.55359,6706234476.553543,0.34215482023232285,chotot,Quận Tân Bình,Nhà ở,Tòa nhà/văn phòng/mặt bằng,Phường 9,112,7,175000000
sale,Tuned RF/XGBoost Ensemble,8500000000.0000105,10730141189.218824,2230141189.218814,0.2623695516728013,chotot,Quận Tân Bình,Nhà ở,Nhà phố/nhà ở,Phường 10,84,4,101190476.1904762
sale,Tuned RF/XGBoost Ensemble,7200000000,7776769084.004348,576769084.0043478,0.08010681722282609,chotot,Quận Tân Bình,Nhà ở,Đất/đất nền,Phường 15,60,4,120000000
sale,Tuned RF/XGBoost Ensemble,26000000000.000023,19792765402.500954,6207234597.499069,0.23873979221150246,chotot,Quận Tân Bình,Nhà ở,Nhà phố/nhà ở,Phường 12,80,8,325000000
sale,Tuned RF/XGBoost Ensemble,8490000000.00004,9807572646.265112,1317572646.2650719,0.15519112441284635,chotot,Quận 12,Đất,Đất/đất nền,Phường Trung Mỹ Tây,233,4,36437768.24034335
sale,Tuned RF/XGBoost Ensemble,6099999999.999996,6757304653.161729,657304653.1617327,0.1077548611740546,chotot,Quận 12,Đất,Đất/đất nền,Phường Thạnh Xuân,163,4,37423312.883435585
sale,Tuned RF/XGBoost Ensemble,9600000000.000006,6960714089.482919,2639285910.517087,0.2749256156788631,chotot,Quận 12,Đất,Đất/đất nền,Phường Tân Thới Nhất,105,4,91428571.42857143
sale,Tuned RF/XGBoost Ensemble,4100000000.0000052,5286471957.11731,1186471957.1173043,0.2893834041749519,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường Võ Thị Sáu,60,2,68333333.33333333
sale,Tuned RF/XGBoost Ensemble,6000000000.000004,6056850515.640035,56850515.64003086,0.009475085940005137,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường 12,81,2,74074074.07407407
sale,Tuned RF/XGBoost Ensemble,12899999999.999996,7183686767.666948,5716313232.333048,0.44312505677000386,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường Võ Thị Sáu,57,4,226315789.47368425
sale,Tuned RF/XGBoost Ensemble,5699999999.999994,7266931047.05561,1566931047.0556154,0.2749001836939679,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường 12,92,2,61956521.73913044
sale,Tuned RF/XGBoost Ensemble,2800000000.000003,3450586789.7953005,650586789.7952976,0.23235242492689176,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường 1,42,1,66666666.666666664
sale,Tuned RF/XGBoost Ensemble,6999999999.99999,5678347458.619445,1321652541.3805456,0.18880750591150677,chotot,Quận 3,Căn hộ/Chung cư,Căn hộ,Phường Võ Thị Sáu,60,2,116666666.66666669
sale,Tuned RF/XGBoost Ensemble,3020000000.0000033,3079652381.946548,59652381.94654465,0.019752444353160457,chotot,Huyện Nhà Bè,Căn hộ/Chung cư,Căn hộ,Xã Phú Xuân,75,2,40266666.666666664
sale,Tuned RF/XGBoost Ensemble,4050000000.000019,3208590275.359291,841409724.640728,0.20775548756561088,chotot,Huyện Nhà Bè,Căn hộ/Chung cư,Căn hộ,Xã Phước Kiển,62.7,2,64593301.43540669
sale,Tuned RF/XGBoost Ensemble,2990000000.000003,3935222181.9253373,945222181.9253345,0.3161278200419176,chotot,Huyện Nhà Bè,Căn hộ/Chung cư,Căn hộ,Xã Phước Kiển,70,2,42714285.71428572
sale,Tuned RF/XGBoost Ensemble,6300000000.000003,8631554833.975214,2331554833.975211,0.370088068884954,chotot,Huyện Nhà Bè,Căn hộ/Chung cư,Căn hộ,Xã Phước Kiển,226,4,27876106.194690265
sale,Tuned RF/XGBoost Ensemble,3949999999.999996,2805352095.92045,1144647904.079546,0.28978427951380936,chotot,Quận 8,Căn hộ/Chung cư,Căn hộ,Phường 6,60,2,65833333.333333336
sale,Tuned RF/XGBoost Ensemble,1799999999.999998,2756676918.173946,956676918.1739478,0.5314871767633049,chotot,Quận 8,Căn hộ/Chung cư,Căn hộ,Phường 5,52,2,34615384.615384616
sale,Tuned RF/XGBoost Ensemble,3500000000.000005,3421151927.1047134,78848072.89529133,0.022528020827226065,chotot,Quận 8,Căn hộ/Chung cư,Căn hộ,Phường 6,81,3,43209876.54320987
sale,Tuned RF/XGBoost Ensemble,3689999999.9999957,4423815766.515632,733815766.515636,0.19886606138635143,chotot,Quận 10,Căn hộ/Chung cư,Căn hộ,Phường 5,61,2,60491803.27868853
sale,Tuned RF/XGBoost Ensemble,3200000000.000002,3284174777.7390785,84174777.73907661,0.026304618043461427,chotot,Quận 10,Căn hộ/Chung cư,Căn hộ,Phường 2,52,2,61538461.538461536
sale,Tuned RF/XGBoost Ensemble,4700000000.000007,4794693057.271344,94693057.27133751,0.02014745899390157,chotot,Quận Gò Vấp,Nhà ở,Nhà phố/nhà ở,Phường 16,52,2,90384615.3846154
sale,Tuned RF/XGBoost Ensemble,12499999999.999949,10603461974.87766,1896538025.1222878,0.15172304200978365,chotot,Quận Gò Vấp,Nhà ở,Nhà phố/nhà ở,Phường 9,97,1,128865979.38144328
sale,Tuned RF/XGBoost Ensemble,3679999999.9999933,3783291481.686351,103291481.6863575,0.02806833741477111,chotot,Quận 7,Căn hộ/Chung cư,Căn hộ,Phường Phú Mỹ,76,2,48421052.631578945
sale,Tuned RF/XGBoost Ensemble,3099999999.9999986,3138484066.2035084,38484066.20350981,0.012414214904358008,chotot,Quận 7,Căn hộ/Chung cư,Căn hộ,Phường Phú Thuận,53,1,58490566.03773585
sale,Tuned RF/XGBoost Ensemble,3800000000.0000014,3832455421.2513585,32455421.25135708,0.00854090032930449,chotot,Quận 7,Căn hộ/Chung cư,Căn hộ,Phường Phú Thuận,67,2,56716417.91044776
sale,Tuned RF/XGBoost Ensemble,8500000000.0000105,6997476259.103138,1502523740.8968725,0.17676749892904361,chotot,Thành phố Thủ Đức,Nhà ở,Nhà phố/nhà ở,Phường Trường Thạnh (Quận 9 cũ),100,4,85000000
sale,Tuned RF/XGBoost Ensemble,9499999999.999992,8549416829.544935,950583170.4550571,0.1000613863636903,chotot,Thành phố Thủ Đức,Nhà ở,Nhà phố/nhà ở,Phường Bình Trưng Đông (Quận 2 cũ),64,5,148437500
sale,Tuned RF/XGBoost Ensemble,8000000000,10916901486.80386,2916901486.8038597,0.36461268585048245,chotot,Thành phố Thủ Đức,Nhà ở,Nhà phố/nhà ở,Phường Tam Phú (Quận Thủ Đức cũ),158.3999,1,50505082.38957222
sale,Tuned RF/XGBoost Ensemble,8600000000.000008,5047914825.063327,3552085174.936681,0.41303315987635786,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Thị trấn Nhà Bè,82.8,4,103864734.29951692
sale,Tuned RF/XGBoost Ensemble,1599999999.9999983,1535830309.827577,64169690.17242122,0.0401060563577633,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Xã Hiệp Phước,136,4,11764705.88235294
sale,Tuned RF/XGBoost Ensemble,10299999999.999994,7154671418.235424,3145328581.76457,0.30537170696743415,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Xã Phước Kiển,125,4,82400000
sale,Tuned RF/XGBoost Ensemble,5699999999.999994,5451548001.984434,248451998.01556015,0.0435880698272913,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Xã Phước Kiển,110,4,51818181.81818182
sale,Tuned RF/XGBoost Ensemble,4499999999.999999,6926856399.999397,2426856399.999398,0.5393014222220887,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Xã Nhơn Đức,480,4,9375000
sale,Tuned RF/XGBoost Ensemble,8600000000.000008,7610085215.686514,989914784.3134937,0.1151063702690108,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Xã Long Thới,300,4,28666666.666666668
sale,Tuned RF/XGBoost Ensemble,1200000000.0000017,2818302914.627643,1618302914.6276414,1.3485857621896993,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Xã Nhơn Đức,48,4,25000000
sale,Tuned RF/XGBoost Ensemble,4200000000.0000005,3899758593.862974,300241406.1370263,0.07148604908024435,chotot,Huyện Nhà Bè,Đất,Đất/đất nền,Xã Nhơn Đức,100,4,42000000
sale,Tuned RF/XGBoost Ensemble,3599999999.9999967,3198751278.823189,401248721.1768079,0.11145797810466895,chotot,Quận 12,Căn hộ/Chung cư,Căn hộ,Phường Tân Thới Nhất,72,2,50000000
sale,Tuned RF/XGBoost Ensemble,2150000000.000002,2649052288.6648417,499052288.66483974,0.23211734356504155,chotot,Quận 12,Căn hộ/Chung cư,Căn hộ,Phường Tân Thới Nhất,58,2,37068965.51724138
sale,Tuned RF/XGBoost Ensemble,3519999999.999998,2999828467.575994,520171532.4240041,0.1477760035295467,chotot,Quận 12,Căn hộ/Chung cư,Căn hộ,Phường Tân Thới Nhất,61,2,57704918.03278688
sale,Tuned RF/XGBoost Ensemble,6500000000.000007,5336242582.835541,1163757417.164466,0.17903960264068688,chotot,Quận Bình Thạnh,Căn hộ/Chung cư,Căn hộ,Phường 22,55,1,118181818.1818182
sale,Tuned RF/XGBoost Ensemble,6500000000.000007,5474837357.655088,1025162642.3449183,0.15771732959152573,chotot,Quận Bình Thạnh,Căn hộ/Chung cư,Căn hộ,Phường 22,54,1,120370370.37037036
sale,Tuned RF/XGBoost Ensemble,15899999999.99998,13587967915.975428,2312032084.0245533,0.14541082289462617,chotot,Quận Bình Thạnh,Căn hộ/Chung cư,Căn hộ,Phường 22,106,2,150000000
sale,Tuned RF/XGBoost Ensemble,1750000000.0000029,1799740385.6306534,49740385.63065052,0.02842307750322882,chotot,Quận Tân Bình,Căn hộ/Chung cư,Căn hộ,Phường 14,31,1,56451612.90322581
sale,Tuned RF/XGBoost Ensemble,6059999999.999996,4126216368.02719,1933783631.972806,0.31910620989650285,chotot,Quận Tân Bình,Căn hộ/Chung cư,Căn hộ,Phường 2,68,2,89117647.05882353
sale,Tuned RF/XGBoost Ensemble,4000000000.0000157,4387209526.372465,387209526.3724494,0.09680238159311197,chotot,Quận Tân Bình,Căn hộ/Chung cư,Căn hộ,Phường 15,90,2,44444444.44444445
sale,Tuned RF/XGBoost Ensemble,5100000000.000008,4905179742.562684,194820257.43732357,0.038200050477906526,chotot,Quận Tân Bình,Căn hộ/Chung cư,Căn hộ,Phường 15,107,3,47663551.401869155
sale,Tuned RF/XGBoost Ensemble,4899999999.999995,4943339615.882297,43339615.88230133,0.008844819567816607,chotot,Quận Tân Bình,Căn hộ/Chung cư,Căn hộ,Phường 15,104,3,47115384.615384616
sale,Tuned RF/XGBoost Ensemble,9600000000.000006,8850433202.392958,749566797.607048,0.07807987475073412,chotot,Quận 7,Nhà ở,Nhà phố/nhà ở,Phường Tân Phong,48,6,200000000
sale,Tuned RF/XGBoost Ensemble,11999999999.999998,13209490465.58988,1209490465.589882,0.10079087213249018,chotot,Quận 7,Nhà ở,Nhà phố/nhà ở,Phường Phú Thuận,107,5,112149532.71028036
sale,Tuned RF/XGBoost Ensemble,6600000000.000004,5845540502.036021,754459497.9639826,0.1143120451460579,chotot,Quận 7,Nhà ở,Nhà phố/nhà ở,Phường Tân Kiểng,56,3,117857142.85714284
sale,Tuned RF/XGBoost Ensemble,4990000000.000003,6049995304.790431,1059995304.7904282,0.21242390877563677,chotot,Quận 7,Nhà ở,Biệt thự/cao cấp,Phường Tân Phú,45,4,110888888.8888889
sale,Tuned RF/XGBoost Ensemble,4000000000.0000157,5340362548.952402,1340362548.9523864,0.3350906372380953,chotot,Quận 7,Nhà ở,Nhà phố/nhà ở,Phường Tân Hưng,51,3,78431372.5490196
sale,Tuned RF/XGBoost Ensemble,3899999999.9999948,3866943981.35848,33056018.641514778,0.008475902215773032,chotot,Quận 7,Nhà ở,Nhà phố/nhà ở,Phường Tân Thuận Đông,40.2999,2,96774433.68345828
sale,Tuned RF/XGBoost Ensemble,2949999999.999995,1778396138.0480077,1171603861.9519875,0.39715385150914895,chotot,Huyện Bình Chánh,Nhà ở,Nhà phố/nhà ở,Xã Bình Chánh,80,3,36875000
sale,Tuned RF/XGBoost Ensemble,2500000000.0000005,2514904945.252127,14904945.252126694,0.0059619781008506765,chotot,Huyện Bình Chánh,Nhà ở,Nhà phố/nhà ở,Xã Bình Hưng,42,3,59523809.52380952
sale,Tuned RF/XGBoost Ensemble,7500000000.0000105,3445293945.7163267,4054706054.283684,0.5406274739044904,chotot,Huyện Bình Chánh,Nhà ở,Nhà phố/nhà ở,Xã Bình Hưng,55.5,1,135135135.13513514
sale,Tuned RF/XGBoost Ensemble,6990000000.0000105,7559943397.622807,569943397.622796,0.08153696675576469,chotot,Huyện Bình Chánh,Nhà ở,Nhà phố/nhà ở,Xã Vĩnh Lộc B,150,5,46600000
sale,Tuned RF/XGBoost Ensemble,4250000000.000002,4697990523.948393,447990523.94839096,0.10540953504668017,chotot,Quận 6,Căn hộ/Chung cư,Căn hộ,Phường 13,80,2,53125000
sale,Tuned RF/XGBoost Ensemble,37999999999.99994,31581339751.593742,6418660248.406197,0.16891211180016333,chotot,Quận 5,Nhà ở,Nhà phố/nhà ở,Phường 13,112.5998,3,337478396.94209045
sale,Tuned RF/XGBoost Ensemble,3299999999.999999,3225638824.31492,74361175.6850791,0.022533689601539127,chotot,Quận 5,Nhà ở,Nhà phố/nhà ở,Phường 9,17.6,2,187499999.99999997
sale,Tuned RF/XGBoost Ensemble,4100000000.0000052,3808360539.417329,291639460.5826764,0.0711315757518722,chotot,Thành phố Thủ Đức,Căn hộ/Chung cư,Căn hộ,Phường Long Bình (Quận 9 cũ),69,2,59420289.85507246
