tieu_de,gia_raw,dien_tich_raw,quan_huyen,loai_bds,loai_gd,url,nguon,so_phong_ngu,dia_chi,ngay_dang,phap_ly,id_nguon,lat,lon
Bán căn hộ Kingdom19 2PN- 2WC có ban công full nội thất giá 5.5 tỷ,5 tỷ 200 triệu,79 m2,Quận 10,Căn hộ,ban,https://mogi.vn/quan-10/mua-can-ho-chung-cu/ban-can-ho-kingdom19-2pn-2wc-co-ban-cong-full-noi-that-gia-5-5-ty-id21796402,mogi.vn,2 PN,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",05/06/2026,Hợp đồng mua bán,21796402,10.770446,106.6235628
"Bán toà nhà MT Tôn Đức Thắng, P Bến Nghé, Q1, DT 8 x 20m, HĐT 310 triệ",223 tỷ,160 m2,Quận 1,Nhà phố,ban,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-toa-nha-mt-ton-duc-thang-p-ben-nghe-q1-dt-8-x-20m-hdt-310-trie-id22692913,mogi.vn,8 PN,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",05/06/2026,Sổ hồng,22692913,10.781120300000001,106.70469284499995
🔥 BÁN NHÀ 4 TẦNG HẺM Phường BÌNH TRƯNG QUẬN 2 ngang 4.7m giá có tl,7 tỷ 999 triệu,50 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-hem-ngo/ban-nha-4-tang-hem-phuong-binh-trung-quan-2-ngang-4-7m-gia-co-tl-id22742766,mogi.vn,4 PN,"Đường số 5, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22742766,10.783041475000001,106.75634003000005
Bán Lô Đất Nền Mặt Tiền Đường Số 16 Khu Dự Án Nam Long P.Phước Long B,9 tỷ 700 triệu,90 m2,Quận 9 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-9/mua-dat-tho-cu/ban-lo-dat-nen-mat-tien-duong-so-16-khu-du-an-nam-long-p-phuoc-long-b-id22741358,mogi.vn,0 PN,"Đường số 16, Phường Phước Long A, Quận 9 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22741358,,
Bán Lô Đất 115m2 Đường 26 Linh Đông Cách Vành Đai 2 Chỉ 20m,7 tỷ 650 triệu,115 m2,Quận Thủ Đức (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-thu-duc/mua-dat-tho-cu/ban-lo-dat-115m2-duong-26-linh-dong-cach-vanh-dai-2-chi-20m-id22742346,mogi.vn,0 PN,"Đường số 26, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22742346,10.84685469,106.74584198000002
"Rẻ nhất cung đường, bán villa đẹp MT Nguyễn Ư Dĩ, TP Thủ Đức, DT 17,5",62 tỷ,339 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/re-nhat-cung-duong-ban-villa-dep-mt-nguyen-u-di-tp-thu-duc-dt-17-5-id22692909,mogi.vn,3 PN,"Nguyễn Ư Dĩ, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22692909,10.809147835,106.73532104500009
Bán Đất Mặt Tiền Đường Lê Văn Thịnh P.Bình Trưng Quận 2.,79 tỷ 500 triệu,750 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/ban-dat-mat-tien-duong-le-van-thinh-p-binh-trung-quan-2-id22741359,mogi.vn,0 PN,"Lê Văn Thịnh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22741359,,
"Bán nhà cấp 4, xây móng băng ngay 512/14 đường Nguyễn Văn Tạo, Nhà Bè",5 tỷ 800 triệu,80 m2,Huyện Nhà Bè,Nhà phố,ban,https://mogi.vn/huyen-nha-be/mua-duong-noi-bo/ban-nha-cap-4-xay-mong-bang-ngay-512-14-duong-nguyen-van-tao-nha-be-id22715376,mogi.vn,1 PN,"Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, TPHCM",05/06/2026,Sổ hồng,22715376,10.65130043,106.72479629500003
"Bán Nhà 1 Trệt 1 Lầu, HXH Đường Số 2 Tăng Nhơn Phú B, Quận 9",4 tỷ 800 triệu,54 m2,Quận 9 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-1-tret-1-lau-hxh-duong-so-2-tang-nhon-phu-b-quan-9-id22732456,mogi.vn,2 PN,"Đường số 2, Phường Tăng Nhơn Phú B, Quận 9 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22732456,10.829866410000001,106.78774261499996
"175 tỷ giảm sâu về 155 tỷ, bán gấp nhà góc 3MT Nguyễn Trãi,P Bến Thành",155 tỷ,164 m2,Quận 1,Nhà phố,ban,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/175-ty-giam-sau-ve-155-ty-ban-gap-nha-goc-3mt-nguyen-trai-p-ben-thanh-id22670258,mogi.vn,7 PN,"Nguyễn Trãi, Phường Bến Thành, Quận 1, TPHCM",05/06/2026,Sổ hồng,22670258,10.827997518904857,106.63719884765624
Bán Đất Tặng Kèm Nhà Xưởng Tại Hẻm Số 1870 Tỉnh Lộ 10 P.Tân Tạo,78 tỷ 700 triệu,1380 m2,Quận Bình Tân,Đất nền,ban,https://mogi.vn/quan-binh-tan/mua-dat-tho-cu/ban-dat-tang-kem-nha-xuong-tai-hem-so-1870-tinh-lo-10-p-tan-tao-id22741360,mogi.vn,0 PN,"Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân, TPHCM",05/06/2026,Sổ hồng,22741360,,
Bán Nhà 1 Trệt 2 Lầu Đường 14 Phước Bình Gần Global city,10 tỷ 990 triệu,87 m2,Quận 9 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-1-tret-2-lau-duong-14-phuoc-binh-gan-global-city-id22742337,mogi.vn,3 PN,"Đường số 14, Phường Phước Bình, Quận 9 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22742337,10.814869405,106.77146530000005
"Giảm 2 tỷ, bán nhà MT Nguyễn Công Trứ, Quận 1, DT 4,5 x 22m, HĐT 100 t",63 tỷ,91 m2,Quận 1,Nhà phố,ban,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/giam-2-ty-ban-nha-mt-nguyen-cong-tru-quan-1-dt-4-5-x-22m-hdt-100-t-id22721792,mogi.vn,5 PN,"Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TPHCM",05/06/2026,Sổ hồng,22721792,10.7693846,106.70061379999993
Giảm 10 tỷ! Bán nhanh Toà Nhà Văn Phòng Đặng Như Mai- Giá còn 90 tỷ,90 tỷ,160 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/giam-10-ty-ban-nhanh-toa-nha-van-phong-dang-nhu-mai-gia-con-90-ty-id22739625,mogi.vn,8 PN,"Liên Tỉnh Lộ 25B, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22739625,10.762645724999999,106.76771927000004
Bán Căn Biệt Thự Sân Vườn Tại Trục Đường Nhánh Của Đường Hồ Bá Phấn,780 tỷ,1000 m2,Quận 9 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-9/mua-nha-biet-thu-lien-ke/ban-can-biet-thu-san-vuon-tai-truc-duong-nhanh-cua-duong-ho-ba-phan-id22741361,mogi.vn,0 PN,"Hồ Bá Phấn, Phường Phước Long A, Quận 9 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22741361,,
"Bán căn hộ 4PN Vincom Center - Đồng Khởi, góc view sông và nội khu Bán",89 tỷ,233 m2,Quận 1,Căn hộ,ban,https://mogi.vn/quan-1/mua-can-ho-chung-cu/ban-can-ho-4pn-vincom-center-dong-khoi-goc-view-song-va-noi-khu-ban-id22739046,mogi.vn,4 PN,"Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",05/06/2026,Sổ hồng,22739046,10.778169,106.70191599999998
Bán căn 2PN full nội thất bao hết đã có sổ Hà Đô Centrosa Garden Q10,7 tỷ,86 m2,Quận 10,Bất động sản khác,ban,https://mogi.vn/quan-10/mua-can-ho-chung-cu/ban-can-2pn-full-noi-that-bao-het-da-co-so-ha-do-centrosa-garden-q10-id22088636,mogi.vn,2 PN,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",05/06/2026,Sổ hồng,22088636,10.7745346,106.6761374
"Nhà 1 Trệt 3 Lầu Ngay Trường ĐH Tài Chính Marketting, Đường Võ Văn Hát",6 tỷ 650 triệu,65 m2,Quận 9 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-9/mua-nha-hem-ngo/nha-1-tret-3-lau-ngay-truong-dh-tai-chinh-marketting-duong-vo-van-hat-id22732978,mogi.vn,4 PN,"Võ Văn Hát, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22732978,10.793345925,106.822265625
"Bán nhà góc 2MT Trần Nhật Duật, P Tân Định, Quận 1, DT 5,5 x 16,6m, HĐ",55 tỷ,87 m2,Quận 1,Nhà phố,ban,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-goc-2mt-tran-nhat-duat-p-tan-dinh-quan-1-dt-5-5-x-16-6m-hd-id22671411,mogi.vn,3 PN,"Trần Nhật Duật, Phường Tân Định, Quận 1, TPHCM",05/06/2026,Sổ hồng,22671411,10.79138,106.68898289999993
🔥 GIẢM SỐC 600 TRIỆU – nhà phố 4 tầng KDC Lê Văn Thịnh Quận 2,10 tỷ 400 triệu,106 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/giam-soc-600-trieu-nha-pho-4-tang-kdc-le-van-thinh-quan-2-id22742767,mogi.vn,4 PN,"Lê Văn Thịnh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22742767,10.783041475000001,106.75634003000005
"Em Nhi môi giới Quận 2, bán đất KDC Thế Kỉ 21, DT 160m2 giá 25.6 tỷ",25 tỷ 600 triệu,160 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/em-nhi-moi-gioi-quan-2-ban-dat-kdc-the-ki-21-dt-160m2-gia-25-6-ty-id22450868,mogi.vn,0 PN,"Tỉnh Lộ 25B, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22450868,10.781676292419434,106.75209045410156
"Bán nhà Gấp cấp 4, 5x16 ngay 512/14 đường Nguyễn Văn Tạo, Nhà Bè",5 tỷ 600 triệu,80 m2,Huyện Nhà Bè,Nhà phố,ban,https://mogi.vn/huyen-nha-be/mua-nha-hem-ngo/ban-nha-gap-cap-4-5x16-ngay-512-14-duong-nguyen-van-tao-nha-be-id22718191,mogi.vn,1 PN,"Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, TPHCM",05/06/2026,Sổ đỏ,22718191,10.65130043,106.72479629500003
Bán Nhà 1 Trệt 2 Lầu MT Lê Văn Việt Ngay Chợ Tăng Nhơn Phú A,20 tỷ,65 m2,Quận 9 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-1-tret-2-lau-mt-le-van-viet-ngay-cho-tang-nhon-phu-a-id22732468,mogi.vn,2 PN,"Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22732468,10.839486125,106.79618454000001
"Chỉ 397 triệu/m2. Bán khuôn đất MT Trần Quang Khải, P tân Định, Quận",110 tỷ,277 m2,Quận 1,Đất nền,ban,https://mogi.vn/quan-1/mua-dat-tho-cu/chi-397-trieu-m2-ban-khuon-dat-mt-tran-quang-khai-p-tan-dinh-quan-id22686103,mogi.vn,0 PN,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",05/06/2026,Sổ hồng,22686103,10.79138,106.68898289999993
Bán Đất Thạnh Mỹ Lợi ngang 7m x18.5m giá 170 triệu/m2 giá 22 tỷ 015,22 tỷ 15 triệu,130 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-nen-du-an/ban-dat-thanh-my-loi-ngang-7m-x18-5m-gia-170-trieu-m2-gia-22-ty-015-id22658705,mogi.vn,0 PN,"Tỉnh Lộ 25B, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22658705,10.768471717834473,106.76087951660156
Bán nhanh căn hộ Boulervard giá tốt rất ít căn,3 tỷ 250 triệu,56 m2,Quận 7,Căn hộ,ban,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-nhanh-can-ho-boulervard-gia-tot-rat-it-can-id22737172,mogi.vn,2 PN,"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",05/06/2026,Sổ hồng,22737172,10.7080505,106.7311677
"Cần bán CHCC Kingdom 101, Tô Hiến Thành, Q.10, DT: 72m2 - 2PN - 2WC.",4 tỷ 950 triệu,73 m2,Quận 10,Bất động sản khác,ban,https://mogi.vn/quan-10/mua-can-ho-chung-cu/can-ban-chcc-kingdom-101-to-hien-thanh-q-10-dt-72m2-2pn-2wc-id22245847,mogi.vn,2 PN,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",05/06/2026,Sổ hồng,22245847,10.770446,106.6235628
"Nhà 1 Trệt 2 Lầu 1 Tum Ngay Sau Chợ Long Trường, P. Long Trường",5 tỷ 750 triệu,54 m2,Quận 9 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-9/mua-nha-hem-ngo/nha-1-tret-2-lau-1-tum-ngay-sau-cho-long-truong-p-long-truong-id22734870,mogi.vn,4 PN,"Trường Lưu, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22734870,10.793345925,106.822265625
"Chuyển nhượng building MT Nguyễn Thị Minh Khai, Quận 3, DT 9,5 x 28m,",350 tỷ,285 m2,Quận 3,Bất động sản khác,ban,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/chuyen-nhuong-building-mt-nguyen-thi-minh-khai-quan-3-dt-9-5-x-28m-id22688393,mogi.vn,10 PN,"Nguyễn Thị Minh Khai, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",05/06/2026,Sổ hồng,22688393,10.780748365000001,106.69166183499999
Bán Mặt tiền 6 tầng Trương Văn Bang- Thạnh Mỹ Lợi DT 102.5m2 giá 40 tỷ,40 tỷ,102 m2,Quận 2 (Tp. Thủ Đức),Bất động sản khác,ban,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-mat-tien-6-tang-truong-van-bang-thanh-my-loi-dt-102-5m2-gia-40-ty-id22728418,mogi.vn,6 PN,"Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22728418,10.798,106.748
Bán gấp nhà cấp 4 xây móng băng đường 512/14/20 Nguyễn Văn Tạo,5 tỷ 800 triệu,80 m2,Huyện Nhà Bè,Nhà phố,ban,https://mogi.vn/huyen-nha-be/mua-duong-noi-bo/ban-gap-nha-cap-4-xay-mong-bang-duong-512-14-20-nguyen-van-tao-id22715378,mogi.vn,1 PN,"Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, TPHCM",05/06/2026,Sổ hồng,22715378,10.65130043,106.72479629500003
"Bán đất lớn ngay Trần Não - Bình An - Q2. DT: 16x35, Giá: 70tr/m2",38 tỷ,540 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/ban-dat-lon-ngay-tran-nao-binh-an-q2-dt-16x35-gia-70tr-m2-id21539926,mogi.vn,0 PN,"Trần Não, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21539926,10.791751991900524,106.73091963013302
Bán Lô Đất 68m2 Hẻm 47 Lò Lu Ngay Ngã 3 Lò Lu & Lã Xuân Oai,4 tỷ 800 triệu,68 m2,Quận 9 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-9/mua-dat-tho-cu/ban-lo-dat-68m2-hem-47-lo-lu-ngay-nga-3-lo-lu-la-xuan-oai-id22738690,mogi.vn,0 PN,"Lò Lu, Phường Trường Thạnh, Quận 9 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,22738690,10.806357380000001,106.82874298000002
Biệt thự compoud Nguyễn Văn Hưởng - Quận 2. DT: 300m2. Giá: 58 tỷ.,58 tỷ,300 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/biet-thu-compoud-nguyen-van-huong-quan-2-dt-300m2-gia-58-ty-id21540057,mogi.vn,4 PN,"Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21540057,10.809147835,106.73532104500009
"Đất xây CHDV Hầm 6 tầng - Bình An - Quận 2. - DT: 8,6x40. Giá: 39,5 tỷ",39 tỷ 500 triệu,299 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/dat-xay-chdv-ham-6-tang-binh-an-quan-2-dt-8-6x40-gia-39-5-ty-id21540028,mogi.vn,0 PN,"Đường số 10, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21540028,10.795466997521322,106.73243239601742
"Bán Biệt thự compound đường 25 - Bình An - Q2. DT: 20x26, Giá: 70 tỷ",70 tỷ,510 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-biet-thu-compound-duong-25-binh-an-q2-dt-20x26-gia-70-ty-id21540117,mogi.vn,5 PN,"Đường số 20, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21540117,10.797211189990746,106.73012569626461
"Biệt thự Compound khu Fideco Thảo Điền- Quận 2. DT: 400m2, Giá: 60 tỷ.",60 tỷ,400 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/biet-thu-compound-khu-fideco-thao-dien-quan-2-dt-400m2-gia-60-ty-id21540089,mogi.vn,5 PN,"Thảo Điền, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21540089,10.809147835,106.73532104500009
Biệt thự cao cấp Compound Bình An - Quận 2. DT: 350m2. Giá: 76 tỷ,76 tỷ,350 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/biet-thu-cao-cap-compound-binh-an-quan-2-dt-350m2-gia-76-ty-id21540185,mogi.vn,5 PN,"Đường số 32, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21540185,10.791857382763757,106.72791555603634
"Bán đất Biệt thự phường An Phú - Quận 2. DT: 12x19, Giá bán: 142tr/m",33 tỷ,200 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/ban-dat-biet-thu-phuong-an-phu-quan-2-dt-12x19-gia-ban-142tr-m-id21552803,mogi.vn,0 PN,"Bùi Tá Hán, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21552803,10.79769564,106.75702666999996
"Bán đất Biệt thự đường 36 khu C - An Phú - Q2. DT: 12x20, Giá: 160tr/m",39 tỷ 600 triệu,240 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/ban-dat-biet-thu-duong-36-khu-c-an-phu-q2-dt-12x20-gia-160tr-m-id21552833,mogi.vn,0 PN,"Đường số 36, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21552833,10.79769564,106.75702666999996
Bát đất Biệt thự View sông SG - Bình An - Q2. DT: 400m2. Giá: 120 tỷ,128 tỷ,400 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/bat-dat-biet-thu-view-song-sg-binh-an-q2-dt-400m2-gia-120-ty-id21540140,mogi.vn,0 PN,"Đường số 39, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Không xác định,21540140,10.7884427,106.73433139999997
Đất biệt thự view sông Sài Gòn - Thảo Điền - Q2. DT: 15x27. CN: 405m2,92 tỷ,405 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/dat-biet-thu-view-song-sai-gon-thao-dien-q2-dt-15x27-cn-405m2-id21553214,mogi.vn,0 PN,"Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21553214,10.809147835,106.73532104500009
Bán các lô đất phường An Phú - Quận 2. Rẻ với nhiều DIỆN TÍCH ĐA DẠNG,33 tỷ,220 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/ban-cac-lo-dat-phuong-an-phu-quan-2-re-voi-nhieu-dien-tich-da-dang-id21554776,mogi.vn,0 PN,"Dương Văn An, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21554776,10.79769564,106.75702666999996
Đất view sông SG bờ sông rộng 50m - An Phú - Quận 2. DT: 3600. 400 tỷ,400 tỷ,3600 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/dat-view-song-sg-bo-song-rong-50m-an-phu-quan-2-dt-3600-400-ty-id21554883,mogi.vn,0 PN,"An Phú, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21554883,10.79769564,106.75702666999996
ĐẤT BIỆT THỰ View sông SG - Bình An - Quận 2. DT: 200m2. Giá: 48 tỷ,48 tỷ,200 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/dat-biet-thu-view-song-sg-binh-an-quan-2-dt-200m2-gia-48-ty-id21554930,mogi.vn,0 PN,"Đường số 31, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21554930,10.7884427,106.73433139999997
"Đất biệt thự bờ sông View TRỰC DIỆN sông SG, Landmark 81. Giá: 108 tỷ",108 tỷ,360 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/dat-biet-thu-bo-song-view-truc-dien-song-sg-landmark-81-gia-108-ty-id21554897,mogi.vn,0 PN,"Đường số 20, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21554897,10.7884427,106.73433139999997
Đất xây CHDV mặt tiền đường - Thảo Điền - Quận 2. DT:6x30. Giá: 110tr,19 tỷ 800 triệu,180 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/dat-xay-chdv-mat-tien-duong-thao-dien-quan-2-dt-6x30-gia-110tr-id21555332,mogi.vn,0 PN,"Đường số 62, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21555332,10.809147835,106.73532104500009
Bán lô đất DT: 14x25 Bình An- Quận 2. Giá bán: 130tr/m. XD: Hầm 5 tầng,45 tỷ 500 triệu,350 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/ban-lo-dat-dt-14x25-binh-an-quan-2-gia-ban-130tr-m-xd-ham-5-tang-id21556077,mogi.vn,0 PN,"Đường số 12, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21556077,10.7884427,106.73433139999997
"Bán gấp nhà 2 tầng mặt tiền Thảo Điền - Q2. DT: 7,3x16. Giá: 13 tỷ TL",13 tỷ,111 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-gap-nha-2-tang-mat-tien-thao-dien-q2-dt-7-3x16-gia-13-ty-tl-id21556300,mogi.vn,4 PN,"Đường số 42, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21556300,10.809147835,106.73532104500009
"Đất View sông SG - Bến tàu Bình An - Quận 2. DT: 18x20, Giá: 300tr/ m2",108 tỷ,360 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/dat-view-song-sg-ben-tau-binh-an-quan-2-dt-18x20-gia-300tr-m2-id21565770,mogi.vn,0 PN,"Đường số 20, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21565770,10.7884427,106.73433139999997
"Bán nhà góc 2MT Trần Nhật Duật, P Tân Định Quận 1, DT 5,3 x 20m, HĐT 6",55 tỷ,87 m2,Quận 1,Nhà phố,ban,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-goc-2mt-tran-nhat-duat-p-tan-dinh-quan-1-dt-5-3-x-20m-hdt-6-id22678670,mogi.vn,3 PN,"Trần Nhật Duật, Phường Tân Định, Quận 1, TPHCM",05/06/2026,Sổ hồng,22678670,10.79138,106.68898289999993
"Bán nhà mt Quốc Hương Thảo Điền - Q2. DT: 4,5x15, trệt lầu. Giá: 14 tỷ",14 tỷ,70 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-mt-quoc-huong-thao-dien-q2-dt-4-5x15-tret-lau-gia-14-ty-id21565746,mogi.vn,2 PN,"Đường số 47, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21565746,10.809147835,106.73532104500009
Bán rẻ nhà MT Vũ Tông Phan - An Phú - Quận 2. DT: 10x20. Giá: 200tr/ m,40 tỷ,200 m2,Quận 2 (Tp. Thủ Đức),Nhà phố,ban,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-re-nha-mt-vu-tong-phan-an-phu-quan-2-dt-10x20-gia-200tr-m-id21567242,mogi.vn,2 PN,"Vũ Tông Phan, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21567242,10.79769564,106.75702666999996
"ĐẤT BIỆT THỰ ven sông sài gòn đường 33 P. Bình An Q2, DT: 13x30, 55 tỷ",55 tỷ,382 m2,Quận 2 (Tp. Thủ Đức),Đất nền,ban,https://mogi.vn/quan-2/mua-dat-tho-cu/dat-biet-thu-ven-song-sai-gon-duong-33-p-binh-an-q2-dt-13x30-55-ty-id21568629,mogi.vn,0 PN,"Đường số 33, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",05/06/2026,Sổ hồng,21568629,10.7884427,106.73433139999997
